,rank,title,budget,IMDB_id,revenue,domesticRevenue,percentage,foreign,percentage2,bo_year
6,7,Chariots of Fire,0,tt0082158,58972904,58972904,100,-,-,1981
7,8,For Your Eyes Only,0,tt0082398,54812802,54812802,100,-,-,1981
8,9,The Four Seasons,0,tt0082405,50427646,50427646,100,-,-,1981
9,10,Time Bandits,0,tt0081633,42365581,42365581,100,-,-,1981
10,11,Clash of the Titans,0,tt0082186,41092328,41092328,100,-,-,1981
11,12,Absence of Malice,0,tt0081974,40716963,40716963,100,-,-,1981
12,13,Reds,32000000,tt0082979,40382788,40382659,100,129,0.1,1981
13,14,The Fox and the Hound,0,tt0082406,39900000,39900000,100,-,-,1981
14,15,Tarzan the Ape Man,0,tt0083170,36565280,36565280,100,-,-,1981
15,16,Taps,0,tt0083169,35856053,35856053,100,-,-,1981
16,17,Sharkys Machine,0,tt0083064,35610100,35610100,100,-,-,1981
17,18,Excalibur,0,tt0082348,34967437,34967437,100,-,-,1981
18,19,Endless Love,0,tt0082329,32492674,31184024,96,1308650,4,1981
19,20,History of the World Part I,0,tt0082517,31672907,31672907,100,-,-,1981
20,21,Bustin Loose,0,tt0082121,31261269,31261269,100,-,-,1981
21,22,The Great Muppet Caper,0,tt0082474,31206251,31206251,100,-,-,1981
22,23,An American Werewolf in London,0,tt0082010,30565292,30565292,100,-,-,1981
23,24,Neighbors,0,tt0082801,29916207,29916207,100,-,-,1981
24,25,Fort Apache the Bronx,0,tt0082402,29200000,29200000,100,-,-,1981
25,26,Cinderella 1981 Re-release,0,tt0042332,28040000,28040000,100,-,-,1981
26,27,The French Lieutenants Woman,0,tt0082416,26890068,26890068,100,-,-,1981
27,28,Private Lessons,0,tt0082948,26279000,26279000,100,-,-,1981
28,29,Modern Problems,0,tt0082763,26154211,26154211,100,-,-,1981
29,30,Halloween II,0,tt0082495,25533818,25533818,100,-,-,1981
30,31,Only When I Laugh,0,tt0082853,25524778,25524778,100,-,-,1981
31,32,Escape from New York,0,tt0082340,25244626,25244626,100,-,-,1981
32,33,Body Heat,0,tt0082089,24058838,24058838,100,-,-,1981
33,34,Ghost Story,0,tt0082449,23371905,23371905,100,-,-,1981
34,35,Friday the 13th Part 2,0,tt0082418,21722776,21722776,100,-,-,1981
35,36,The Final Conflict,0,tt0082377,20471382,20471382,100,-,-,1981
36,37,The Incredible Shrinking Woman,0,tt0082558,20259961,20259961,100,-,-,1981
37,38,Mommie Dearest,0,tt0082766,19032261,19032261,100,-,-,1981
38,39,Paternity,0,tt0082886,18838812,18838812,100,-,-,1981
39,40,Under the Rainbow,0,tt0083254,18826490,18826490,100,-,-,1981
40,41,The Howling,0,tt0082533,17985893,17985893,100,-,-,1981
41,42,Eye of the Needle,0,tt0082351,17583634,17583634,100,-,-,1981
42,43,Take This Job and Shove It,0,tt0083163,17569027,17569027,100,-,-,1981
43,44,Outland,0,tt0082869,17374595,17374595,100,-,-,1981
44,45,The Devil and Max Devlin,0,tt0082263,16000000,16000000,100,-,-,1981
45,46,Caveman,0,tt0082146,15965924,15965924,100,-,-,1981
46,47,Continental Divide,0,tt0082200,15578237,15578237,100,-,-,1981
47,48,The Night the Lights Went Out in Georgia,0,tt0082816,14923752,14923752,100,-,-,1981
48,49,Ragtime,0,tt0082970,14920781,14920781,100,-,-,1981
49,50,Nighthawks,0,tt0082817,14905359,14905359,100,-,-,1981
50,51,S.O.B.,0,tt0083015,14867086,14867086,100,-,-,1981
51,52,Rich and Famous,0,tt0082992,14492125,14492125,100,-,-,1981
52,53,Scanners,0,tt0081455,14225876,14225876,100,-,-,1981
53,54,Dragonslayer,0,tt0082288,14110013,14110013,100,-,-,1981
54,55,True Confessions,0,tt0083232,12850276,12850276,100,-,-,1981
55,56,Atlantic City,0,tt0080388,12729675,12729675,100,-,-,1981
56,57,The Legend of the Lone Ranger,0,tt0082648,12617845,12617845,100,-,-,1981
57,58,First Monday in October,0,tt0082382,12480249,12480249,100,-,-,1981
58,59,The Postman Always Rings Twice,0,tt0082934,12383416,12376625,99.9,6791,0.1,1981
59,60,Blow Out,0,tt0082085,12000000,12000000,100,-,-,1981
60,61,Back Roads,0,tt0082042,11809387,11809387,100,-,-,1981
61,62,Thief,0,tt0083190,11492915,11492915,100,-,-,1981
62,63,Victory,0,tt0083284,10853418,10853418,100,-,-,1981
63,64,Rollover,0,tt0083006,10851261,10851261,100,-,-,1981
64,65,Wolfen,0,tt0083336,10626725,10626725,100,-,-,1981
65,66,Carbon Copy,0,tt0082138,9566593,9566593,100,-,-,1981
66,67,Pennies from Heaven,0,tt0082894,9171289,9171289,100,-,-,1981
67,68,Deadly Blessing,0,tt0082245,8279042,8279042,100,-,-,1981
68,69,Whose Life Is It Anyway,0,tt0083326,8206145,8206145,100,-,-,1981
69,70,Prince of the City,0,tt0082945,8124257,8124257,100,-,-,1981
70,71,The Funhouse,0,tt0082427,7886857,7886857,100,-,-,1981
71,72,Buddy Buddy,0,tt0082111,7258543,7258543,100,-,-,1981
72,73,La Cage aux Folles II,0,tt0080489,6950125,6950125,100,-,-,1981
73,74,...All the Marbles,0,tt0081964,6468195,6468195,100,-,-,1981
74,75,Eyewitness,0,tt0082353,6400000,6400000,100,-,-,1981
75,76,Gallipoli,0,tt0082432,5732587,5732587,100,-,-,1981
76,77,My Bloody Valentine,0,tt0082782,5672031,5672031,100,-,-,1981
77,78,Going Ape,0,tt0082457,5504218,5504218,100,-,-,1981
78,79,The Dogs of War,0,tt0080641,5484132,5484132,100,-,-,1981
79,80,Student Bodies,0,tt0083133,5165432,5165432,100,-,-,1981
80,81,The Watcher in the Woods,0,tt0081738,5000000,5000000,100,-,-,1981
81,82,All Night Long,0,tt0082001,4454295,4454295,100,-,-,1981
82,83,The Pursuit of D.B. Cooper,0,tt0082958,3702028,3702028,100,-,-,1981
83,84,Zoot Suit,0,tt0083365,3256082,3256082,100,-,-,1981
84,85,The Fan,0,tt0082362,3082096,3082096,100,-,-,1981
85,86,The Last Metro,0,tt0080610,3007436,3007436,100,-,-,1981
86,87,Gas,0,tt0082440,2869425,2869425,100,-,-,1981
87,88,Modern Romance,0,tt0082764,2863642,2863642,100,-,-,1981
88,89,The Hand,0,tt0082497,2447576,2447576,100,-,-,1981
89,90,Heartbeeps,0,tt0082507,2154696,2154696,100,-,-,1981
90,91,This Is Elvis,0,tt0083193,2028612,2028612,100,-,-,1981
91,92,Sphinx,0,tt0083113,2022771,2022771,100,-,-,1981
92,93,Honky Tonk Freeway,0,tt0082525,2004742,2004742,100,-,-,1981
93,94,Raggedy Man,0,tt0082969,1976198,1976198,100,-,-,1981
94,95,King of the Mountain,0,tt0082619,1791147,1791147,100,-,-,1981
95,96,Cutters Way,0,tt0082220,1729274,1729274,100,-,-,1981
96,97,Silence of the North,0,tt0083079,1622898,1622898,100,-,-,1981
97,98,From Mao to Mozart Isaac Stern in China,0,tt0080762,1205934,1205934,100,-,-,1981
98,99,Night School,0,tt0082812,1169875,1169875,100,-,-,1981
99,100,Eyes of a Stranger,0,tt0082352,1118634,1118634,100,-,-,1981
100,101,Herbie Goes Bananas 1981 Re-release,0,tt0080861,1000000,1000000,100,-,-,1981
101,102,Herbie Goes to Monte Carlo 1981 Re-release,0,tt0076137,1000000,1000000,100,-,-,1981
102,103,Sunday Lovers,0,tt0081591,621931,621931,100,-,-,1981
103,104,Beyond the Reef,0,tt0082070,549931,547525,99.6,2406,0.4,1981
104,105,Cattle Annie and Little Britches,0,tt0082145,534816,534816,100,-,-,1981
105,106,Hard Country,0,tt0082499,534653,534653,100,-,-,1981
106,107,Man of Iron,0,tt0082222,492035,492035,100,-,-,1981
107,108,Kelly,0,tt0082606,469777,469777,100,-,-,1981
108,109,Freaky Friday 1981 Re-release,0,tt0076054,300000,300000,100,-,-,1981
109,110,The Sea Wolves,0,tt0081470,220181,220181,100,-,-,1981
110,111,Second-Hand Hearts,0,tt0083041,19450,19450,100,-,-,1981
111,112,Glen or Glenda 1981 Re-release,0,tt0045826,10158,10158,100,-,-,1981
112,113,That Obscure Object of Desire,0,tt0075824,809,-,-,809,100,1981
113,114,Dissolute Wife,See more details at IMDbPro,tt0330478,785,-,-,785,100,1981
0,1,E.T. the Extra-Terrestrial,10500000,tt0083866,359197037,359197037,100,-,-,1982
1,2,Tootsie,21000000,tt0084805,177200000,177200000,100,-,-,1982
2,3,An Officer and a Gentleman,0,tt0084434,129795554,129795554,100,-,-,1982
3,4,Rocky III,0,tt0084602,124146897,124146897,100,-,-,1982
4,5,Porkys,0,tt0084522,105492483,105492483,100,-,-,1982
5,6,Star Trek II The Wrath of Khan,11200000,tt0084726,78912963,78912963,100,-,-,1982
6,7,48 Hrs.,0,tt0083511,78868508,78868508,100,-,-,1982
7,8,Poltergeist,0,tt0084516,76606280,76606280,100,-,-,1982
8,9,The Best Little Whorehouse in Texas,0,tt0083642,69701637,69701637,100,-,-,1982
9,10,Annie,0,tt0083564,57059003,57059003,100,-,-,1982
10,11,The Verdict,0,tt0084855,53977250,53977250,100,-,-,1982
11,12,Gandhi,0,tt0083987,52767889,52767889,100,-,-,1982
12,13,First Blood,15000000,tt0083944,47212904,47212904,100,-,-,1982
13,14,The Toy,0,tt0084809,47118057,47118057,100,-,-,1982
14,15,Firefox,0,tt0083943,46708276,46708276,100,-,-,1982
15,16,The Dark Crystal,0,tt0083791,40577001,40577001,100,-,-,1982
16,17,Conan the Barbarian,0,tt0082198,39565475,39565475,100,-,-,1982
17,18,The Sword and the Sorcerer,0,tt0084749,39103425,39103425,100,-,-,1982
18,19,Best Friends,0,tt0083641,36821203,36821203,100,-,-,1982
19,20,Richard Pryor Live on the Sunset Strip,0,tt0084597,36299720,36299720,100,-,-,1982
20,21,Friday the 13th Part III,0,tt0083972,34581519,34581519,100,-,-,1982
21,22,Tron,17000000,tt0084827,33000000,33000000,100,-,-,1982
22,23,Young Doctors in Love,0,tt0084938,30688860,30688860,100,-,-,1982
23,24,Sophies Choice,0,tt0084707,30036166,30036000,100,166,0.1,1982
24,25,The World According to Garp,0,tt0084917,29712172,29712172,100,-,-,1982
25,26,VictorVictoria,0,tt0084865,28215453,28215453,100,-,-,1982
26,27,Blade Runner,0,tt0083658,27580111,27580111,100,-,-,1982
27,28,Airplane II The Sequel,0,tt0083530,27150534,27150534,100,-,-,1982
28,29,Fast Times at Ridgemont High,0,tt0083929,27092880,27092880,100,-,-,1982
29,30,Some Kind of Hero,0,tt0083107,23671186,23671186,100,-,-,1982
30,31,The Road Warrior,0,tt0082694,23667907,23667907,100,-,-,1982
31,32,Bambi 1982 Re-release,0,tt0034492,23000000,23000000,100,-,-,1982
32,33,Pink Floyd The Wall,0,tt0084503,22244207,22244207,100,-,-,1982
33,34,Indiana Jones and the Raiders of the Lost Ark 1982 Re-release,18000000,tt0082971,21437879,21437879,100,-,-,1982
34,35,Things Are Tough All Over,0,tt0084788,21134374,21134374,100,-,-,1982
35,36,Night Shift,0,tt0084412,21095638,21095638,100,-,-,1982
36,37,Creepshow,0,tt0083767,21028755,21028755,100,-,-,1982
37,38,Quest for Fire,0,tt0082484,20959585,20959585,100,-,-,1982
38,39,The Man from Snowy River,0,tt0084296,20659423,20659423,100,-,-,1982
39,40,Six Pack,0,tt0084690,20225989,20225989,100,-,-,1982
40,41,My Favorite Year,0,tt0084370,20123620,20123620,100,-,-,1982
41,42,The Thing,0,tt0084787,19629760,19629760,100,-,-,1982
42,43,Deathtrap,0,tt0083806,19282134,19282134,100,-,-,1982
43,44,Dead Men Dont Wear Plaid,0,tt0083798,18196170,18196170,100,-,-,1982
44,45,Peter Pan 1982 Re-release,0,tt0046183,17200000,17200000,100,-,-,1982
45,46,Zapped,0,tt0084945,16897768,16897768,100,-,-,1982
46,47,They Call Me Bruce,0,tt0084786,16894678,16894678,100,-,-,1982
47,48,Death Wish II,0,tt0082250,16100000,16100000,100,-,-,1982
48,49,Kiss Me Goodbye,0,tt0084210,15782759,15782759,100,-,-,1982
49,50,Star Wars Episode IV - A New Hope 1982 Re-release,11000000,tt0076759,15476785,15476785,100,-,-,1982
50,51,Grease 2,0,tt0084021,15171476,15171476,100,-,-,1982
51,52,The Secret of NIMH,0,tt0084649,14665733,14665733,100,-,-,1982
52,53,Halloween III Season of the Witch,0,tt0085636,14400000,14400000,100,-,-,1982
53,54,Diner,0,tt0083833,14099953,14099953,100,-,-,1982
54,55,The Beastmaster,0,tt0083630,14056528,14056528,100,-,-,1982
55,56,Missing,0,tt0084335,14000000,14000000,100,-,-,1982
56,57,Star Wars Episode V - The Empire Strikes Back 1982 Re-release,18000000,tt0080684,13276241,13276241,100,-,-,1982
57,58,Visiting Hours,0,tt0083296,13258670,13258670,100,-,-,1982
58,59,Vice Squad,0,tt0084861,13253583,13253583,100,-,-,1982
59,60,Author Author,0,tt0083598,13111101,13111101,100,-,-,1982
60,61,Amityville II The Possession,0,tt0083550,12534817,12534817,100,-,-,1982
61,62,Monsignor,0,tt0084351,12408066,12408066,100,-,-,1982
62,63,Making Love,0,tt0084293,11897978,11897978,100,-,-,1982
63,64,The Seduction,0,tt0084652,11378339,11378339,100,-,-,1982
64,65,The Boat,0,tt0082096,10915250,10915250,100,-,-,1982
65,66,Silent Rage,0,tt0084684,10490791,10490791,100,-,-,1982
66,67,Savannah Smiles,0,tt0084633,10413170,10413170,100,-,-,1982
67,68,Class Reunion,0,tt0084395,10054150,10054150,100,-,-,1982
68,69,Hanky Panky,0,tt0084049,9823934,9823934,100,-,-,1982
69,70,Shoot the Moon,0,tt0084675,9217530,9217530,100,-,-,1982
70,71,A Midsummer Nights Sex Comedy,0,tt0084329,9077269,9077269,100,-,-,1982
71,72,Trail of the Pink Panther,0,tt0084814,9056073,9056073,100,-,-,1982
72,73,If You Could See What I Hear,0,tt0084117,8693512,8693512,100,-,-,1982
73,74,Night Crossing,0,tt0082810,8000000,8000000,100,-,-,1982
74,75,The Pirate Movie,0,tt0084504,7983086,7983086,100,-,-,1982
75,76,The Beast Within,0,tt0083629,7742572,7742572,100,-,-,1982
76,77,Tex,0,tt0084783,7400000,7400000,100,-,-,1982
77,78,The Missionary,0,tt0083449,7241180,7241180,100,-,-,1982
78,79,Cat People,0,tt0083722,7000000,7000000,100,-,-,1982
79,80,I Ought to Be in Pictures,0,tt0084109,6968359,6968359,100,-,-,1982
80,81,The Amateur,0,tt0082005,6892098,6892098,100,-,-,1982
81,82,Six Weeks,0,tt0084691,6668025,6668025,100,-,-,1982
82,83,Forced Vengeance,0,tt0083960,6660333,6660333,100,-,-,1982
83,84,The Last Unicorn,0,tt0084237,6455330,6455330,100,-,-,1982
84,85,The Soldier,0,tt0084704,6328816,6328816,100,-,-,1982
85,86,The Border,0,tt0083678,6118683,6118683,100,-,-,1982
86,87,Evil Under the Sun,0,tt0083908,6110000,6110000,100,-,-,1982
87,88,Partners,0,tt0084477,6062898,6062898,100,-,-,1982
88,89,Still of the Night,0,tt0084732,5979947,5979947,100,-,-,1982
89,90,The Last American Virgin,0,tt0084234,5829781,5829781,100,-,-,1982
90,91,Megaforce,0,tt0084316,5675599,5675599,100,-,-,1982
91,92,Personal Best,0,tt0084489,5672311,5672311,100,-,-,1982
92,93,Paradise,0,tt0084469,5588800,5588800,100,-,-,1982
93,94,Cannery Row,0,tt0083717,5301539,5301539,100,-,-,1982
94,95,Venom,0,tt0084854,5229643,5229643,100,-,-,1982
95,96,Inchon,46000000,tt0084132,5200986,5200986,100,-,-,1982
96,97,Heidis Song,0,tt0084060,5124391,5124391,100,-,-,1982
97,98,Tempest,0,tt0084776,5005245,5005245,100,-,-,1982
98,99,Summer Lovers,0,tt0084737,4968000,4968000,100,-,-,1982
99,100,Honkytonk Man,0,tt0084088,4484991,4484991,100,-,-,1982
100,101,Jekyll and Hyde... Together Again,0,tt0084171,3792188,3792188,100,-,-,1982
101,102,Wrong Is Right,0,tt0084920,3583513,3583513,100,-,-,1982
102,103,Fighting Back,0,tt0083936,3355948,3355948,100,-,-,1982
103,104,Penitentiary II,0,tt0084485,3178542,3178542,100,-,-,1982
104,105,The Challenge,0,tt0083726,2977706,2977706,100,-,-,1982
105,106,Homework,0,tt0084084,2914328,2914328,100,-,-,1982
106,107,Jinxed,0,tt0084173,2869638,2869638,100,-,-,1982
107,108,It Came from Hollywood,0,tt0084156,2573342,2573342,100,-,-,1982
108,109,A Stranger Is Watching,0,tt0084735,2519559,2519559,100,-,-,1982
109,110,A Little Sex,0,tt0084259,2370376,2370376,100,-,-,1982
110,111,Yes Giorgio,0,tt0084931,2279543,2279543,100,-,-,1982
111,112,Barbarosa,0,tt0083619,1736123,1736123,100,-,-,1982
112,113,I the Jury,0,tt0084112,1515578,1515578,100,-,-,1982
113,114,Endangered Species,0,tt0083885,1474249,1474249,100,-,-,1982
114,115,The Sender,0,tt0084658,1054328,1054328,100,-,-,1982
115,116,Lookin to Get Out,17000000,tt0084268,946461,946461,100,-,-,1982
116,117,Come Back to the 5  Dime Jimmy Dean Jimmy Dean,0,tt0083745,840958,840958,100,-,-,1982
117,118,The House Where Evil Dwells,0,tt0084096,667863,667863,100,-,-,1982
118,119,One from the Heart,0,tt0084445,636796,636796,100,-,-,1982
119,120,The Weavers Wasnt That a Time,0,tt0084894,524203,524203,100,-,-,1982
120,121,Monty Python Live at the Hollywood Bowl,0,tt0084352,327958,327958,100,-,-,1982
121,122,Im Dancing as Fast as I Can,0,tt0084111,291390,291390,100,-,-,1982
122,123,Split Image,0,tt0084714,263635,263635,100,-,-,1982
123,124,Five Days One Summer,0,tt0083947,199078,199078,100,-,-,1982
124,125,The Escape Artist,0,tt0083900,143369,143369,100,-,-,1982
125,126,Bugs Bunnys 3rd Movie 1001 Rabbit Tales,0,tt0083701,78350,78350,100,-,-,1982
126,127,Movie Madness,0,tt0082799,63405,63405,100,-,-,1982
127,128,White Dog,0,tt0084899,46509,46509,100,-,-,1982
128,129,Hammett,0,tt0085640,42914,42914,100,-,-,1982
129,130,Ladies and Gentlemen the Fabulous Stains,0,tt0082639,25728,25728,100,-,-,1982
130,131,Love  Money,0,tt0084274,14009,14009,100,-,-,1982
131,132,Parasite,0,tt0084472,2270,-,-,2270,100,1982
0,1,Star Wars Episode VI - Return of the Jedi,32500000,tt0086190,252583617,252583617,100,-,-,1983
1,2,Terms of Endearment,8000000,tt0086425,108423489,108423489,100,-,-,1983
2,3,Flashdance,0,tt0085549,92921203,92921203,100,-,-,1983
3,4,Trading Places,0,tt0086465,90404800,90404800,100,-,-,1983
4,5,WarGames,0,tt0086567,79567667,79567667,100,-,-,1983
5,6,Octopussy,0,tt0086034,67917094,67893619,100,23475,0.1,1983
6,7,Sudden Impact,0,tt0086383,67642693,67642693,100,-,-,1983
7,8,Staying Alive,0,tt0086361,64892670,64892670,100,-,-,1983
8,9,Mr. Mom,0,tt0085970,64783827,64783827,100,-,-,1983
9,10,Risky Business,6200000,tt0086200,63541777,63541777,100,-,-,1983
10,11,National Lampoons Vacation,0,tt0085995,61399552,61399552,100,-,-,1983
11,12,Superman III,0,tt0086393,59950623,59950623,100,-,-,1983
12,13,The Big Chill,0,tt0085244,56342711,56342711,100,-,-,1983
13,14,Never Say Never Again,0,tt0086006,55432841,55432841,100,-,-,1983
14,15,Jaws 3-D,0,tt0085750,45517055,45517055,100,-,-,1983
15,16,Scarface,0,tt0086250,44668798,44668798,100,-,-,1983
16,17,Blue Thunder,0,tt0085255,42313354,42313354,100,-,-,1983
17,18,Yentl,0,tt0086619,40218899,40218899,100,-,-,1983
18,19,Silkwood,0,tt0086312,35615609,35615609,100,-,-,1983
19,20,Psycho II,0,tt0086154,34725000,34725000,100,-,-,1983
20,21,Porkys II The Next Day,0,tt0086129,33759266,33759266,100,-,-,1983
21,22,Uncommon Valor,0,tt0086508,30503151,30503151,100,-,-,1983
22,23,Snow White and the Seven Dwarfs 1983 Re-release,0,tt0029583,30100000,30100000,100,-,-,1983
23,24,Never Cry Wolf,0,tt0086005,29600000,29600000,100,-,-,1983
24,25,Twilight Zone The Movie,0,tt0086491,29450919,29450919,100,-,-,1983
25,26,Easy Money,0,tt0085470,29309766,29309766,100,-,-,1983
26,27,High Road to China,0,tt0085678,28445927,28445927,100,-,-,1983
27,28,The Outsiders,0,tt0086066,25697647,25697647,100,-,-,1983
28,29,Spring Break,0,tt0086352,24071666,24071666,100,-,-,1983
29,30,Two of a Kind,0,tt0086494,23646952,23646952,100,-,-,1983
30,31,My Tutor,0,tt0085980,22587834,22587834,100,-,-,1983
31,32,Class,0,tt0085346,21667789,21667789,100,-,-,1983
32,33,The Right Stuff,0,tt0086197,21192102,21192102,100,-,-,1983
33,34,Cujo,0,tt0085382,21156152,21156152,100,-,-,1983
34,35,Christine,0,tt0085333,21017849,21017849,100,-,-,1983
35,36,The Rescuers 1983 Re-release,0,tt0076618,21000000,21000000,100,-,-,1983
36,37,The Dead Zone,0,tt0085407,20766616,20766616,100,-,-,1983
37,38,Breathless,0,tt0085276,19910002,19910002,100,-,-,1983
38,39,A Christmas Story,0,tt0085334,19294144,19294144,100,-,-,1983
39,40,Max Dugan Returns,0,tt0085919,17613720,17613720,100,-,-,1983
40,41,Valley Girl,350000,tt0086525,17343596,17343596,100,-,-,1983
41,42,All the Right Moves,0,tt0085154,17233166,17233166,100,-,-,1983
42,43,Krull,0,tt0085811,16519460,16519460,100,-,-,1983
43,44,Spacehunter Adventures in the Forbidden Zone,14400000,tt0086346,16478265,16478265,100,-,-,1983
44,45,Richard Pryor... Here and Now,0,tt0086194,16156776,16156776,100,-,-,1983
45,46,D.C. Cab,0,tt0085387,16134627,16134627,100,-,-,1983
46,47,Gorky Park,0,tt0085615,15856028,15856028,100,-,-,1983
47,48,Still Smokin,0,tt0086366,15543710,15543710,100,-,-,1983
48,49,The Meaning of Life,0,tt0085959,14929552,14929552,100,-,-,1983
49,50,Educating Rita,0,tt0085478,14648076,14648076,100,-,-,1983
50,51,Private School,0,tt0086143,14049540,14049540,100,-,-,1983
51,52,The Survivors,0,tt0086397,14000000,14000000,100,-,-,1983
52,53,The Entity,0,tt0082334,13277558,13277558,100,-,-,1983
53,54,Revenge of the Ninja,0,tt0086192,13168027,13168027,100,-,-,1983
54,55,To Be or Not to Be,0,tt0086450,13030214,13030214,100,-,-,1983
55,56,Stroker Ace,0,tt0086379,13000000,13000000,100,-,-,1983
56,57,Lone Wolf McQuade,0,tt0085862,12232628,12232628,100,-,-,1983
57,58,The Black Stallion Returns,0,tt0085248,12049108,12049108,100,-,-,1983
58,59,The Sword in the Stone,0,tt0057546,12000000,12000000,100,-,-,1983
59,60,Deathstalker,0,tt0087127,11919250,11919250,100,-,-,1983
60,61,Zelig,0,tt0086637,11798616,11798616,100,-,-,1983
61,62,The Lords of Discipline,0,tt0085867,11787127,11787127,100,-,-,1983
62,63,Indiana Jones and the Raiders of the Lost Ark 1983 Re-release,18000000,tt0082971,11374454,11374454,100,-,-,1983
63,64,The Smurfs and the Magic Flute,0,tt0074539,11234220,11234220,100,-,-,1983
64,65,The Man Who Loved Women,0,tt0085891,10964231,10964231,100,-,-,1983
65,66,Hercules,0,tt0085672,10676194,10676194,100,-,-,1983
66,67,The House on Sorority Row,0,tt0085694,10604986,10604986,100,-,-,1983
67,68,Doctor Detroit,0,tt0085450,10375893,10375893,100,-,-,1983
68,69,Deal of the Century,0,tt0085412,10369581,10369581,100,-,-,1983
69,70,The Man with Two Brains,0,tt0085894,10353438,10353438,100,-,-,1983
70,71,The Year of Living Dangerously,0,tt0086617,10278575,10278575,100,-,-,1983
71,72,Brainstorm,0,tt0085271,10219460,10219460,100,-,-,1983
